"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QQSHYYJK","journalArticle","2021","李艳; 白杨; 魏丹; 王伟; 李玉梅; 薛红; 胡钰; 蔡姗姗","不同比例有机无机肥配施条件下黑土富里酸荧光光谱特征","光谱学与光谱分析","","1000-0593","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIzkWxXKXv0R8gyAFm1tYIQkQjHWqwOYQQ4cUdLeFX95EJBufD6XZpdIXCzJwtcP7zTSO-Z8_PGdPiXo8rpUKS87m5TAolzpUX-RN-laqHe9udW09gMPiEalZbAdSLGs4G9RSOxPQCy5E3nYzg22tUyb0LlabzMZYRUhMrvh-r1H6yqQTUKto-4&uniplatform=NZKPT&language=CHS","富里酸（FA）是土壤腐殖质的重要组成成分,是土壤腐殖化过程中的中间物质,其结构特性对提高土壤有机质具有重要的指示作用。有机无机肥配施是实现土壤培肥、秸秆资源利用、减少无机肥施用的有效措施。为探讨黑龙江省黑土区秸秆有机肥替代无机肥对土壤FA的影响,设置不施肥（CK）、单施无机肥（NPK）、有机肥替代无机氮肥25%（NPKM1）、有机肥替代无机氮肥50%（NPKM2）、有机肥替代无机氮肥75%（NPKM3）及有机肥替代无机氮肥100%（NPKM4）6个处理,测定土壤有机碳（SOC）和FA含量。利用荧光指数（FI）、自生源指数（BIX）表征土壤FA的来源,腐殖化指数（HIX）指示土壤的腐殖化程度。采用三维荧光光谱-平行因子分析法,分析土壤FA的荧光组分及最大荧光强度(Fmax),并利用冗余分析（RDA）探讨荧光强度、土壤有机碳和试验处理间的响应关系。结果表明:与NPK处理相比,有机无机肥配施处理均显著提高了SOC和土壤FA含量,其中对NPKM2处理影响最大,SOC含量提高8.06%,土壤FA含量提高13.84%。土壤FA受自生源和外生源共同作用的影响（FI>1.4, 0.8<BIX<1.0）,呈现强腐殖化和重要的新近自生源特征（1.5<HIX<3.0）, NPKM2处理土壤腐殖化程度最高。土壤FA共包含3种荧光组分:类富里酸（紫外光区类富里酸和可见光区类富里酸,Ex/Em=275 nm,325 nm/410 nm）,类胡敏酸（Ex/Em=250 nm,350 nm/460 nm）和类蛋白质（短波类色氨酸和长波类色氨酸,Ex/Em=275 nm,225 nm/340 nm）。随着有机肥比例升高,类富里酸和类胡敏酸的Fmax值先升高后降低,类蛋白质Fmax值逐渐降低。NPKM2处理类富里酸和类胡敏酸的Fmax值最高,类富里酸的相对百分比最高。RDA结果表明NPKM2处理对SOC、土壤FA含量和Fmax值的影响最大。因此,基于土壤FA荧光光谱特性分析可知,为提高土壤有机质含量、增加秸秆利用率、减施无机肥,秸秆有机肥替代无机氮肥50%处理为最佳有机无机肥配比。","2021","2025-08-27 10:43:01","2025-08-27 10:44:34","","3518-3523","","11","41","","光谱学与光谱分析","","","","","","","","zh","","","","","","11-2200/O4","","","","","富里酸; 黑土; 三维荧光光谱; 有机无机肥配施","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C7BCFDJ","journalArticle","2021","韩伟; 陈细桂; 韩烨; 程建辉; 李洪瑜","武汉市江夏区2020年乌龙泉有机肥替代化肥试验报告","农村经济与科技","","1007-7103","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqJEA-pl7HVYxEJgsnKzp8K1pli8DqqS5JRe7YlM9WaEYqT0IIwLwarFmx7UkM1LZb-yQxHnual6bZ_jTpAzE6JcrQ7Dxpx1TYBNsRqeKFmPK41LQwn5JPEKT3GxYFl9oSQOWhIjw6J3F8Ar0fVJdzgyi2T3qYGI-Pbgv_p6coquzXHIbTn-Ou8n&uniplatform=NZKPT&language=CHS","通过在江夏区开展增施有机肥、土壤肥力保护提升效果试验,评价施用等养分商品有机肥料替代化肥后,土壤基本理化性状变化和作物增产增效情况。试验结果表明:有机肥替代化肥,在保持产量的情况下,可以改良土壤性质,提高土壤肥力,提高土壤可持续利用率。","2021","2025-08-27 10:43:01","2025-08-27 10:44:35","","69-70","","19","32","","农村经济与科技","","","","","","","","zh","","","","","","42-1374/S","","","","","产量; 化肥; 水稻; 土壤肥力; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VS75HGLB","journalArticle","2021","王娟娟; 朱紫娟; 钱晓晴; 王桂良","减施化肥与不同有机肥配施对稻季土壤细菌群落结构的影响","土壤","","0253-9829","10.13758/j.cnki.tr.2021.05.013","https://link.cnki.net/doi/10.13758/j.cnki.tr.2021.05.013","为了研究减施化肥配施不同有机肥对稻麦轮作体系稻季土壤细菌群落结构的影响,采用Illumina高通量测序技术比较了单施化肥及减施化肥配施菜籽饼肥和蚯蚓粪肥3种施肥模式下稻季不同土层土壤环境因子、细菌群落结构变化特征。结果表明:与单施化肥相比,减施化肥配施有机肥显著提高各土层土壤有机质含量和电导率,其中配施菜籽饼肥土壤增幅较大;显著增加各土层土壤氮、磷、钾养分含量,其中配施蚯蚓粪肥土壤速效氮、磷、钾养分含量较高。减施化肥配施有机肥提高土壤细菌Sobs指数和Shannon指数;前三位优势菌门,变形菌门(Proteobacteria)、酸杆菌门(Acidobacteria)、绿弯菌门(Chloroflexi)相对丰度分别达36.24%、18.30%、13.87%;减施化肥配施有机肥对相对丰度小于1%的菌门影响较大。0～5cm土层土壤细菌群落结构主要受土壤pH和全磷影响;5～10 cm土层土壤细菌群落结构主要受土壤电导率、全磷和pH影响;10～15 cm土层土壤细菌群落结构主要受土壤全氮和pH影响。因此,减施化肥配施有机肥主要通过改变土壤理化性质进而影响土壤细菌群落结构,特别是稀有菌群。","2021","2025-08-27 10:43:01","2025-08-27 10:44:35","","983-990","","5","53","","土壤","","","","","","","","zh","","","","","","32-1118/P","","","","","稻季; 高通量测序; 配施有机肥; 细菌群落结构","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KKBBNUAW","journalArticle","2021","万辰; 马瑛骏; 张克强; 王风; 沈仕洲","洱海流域不同有机肥替代对土壤理化性质及油菜产量的影响","农业环境科学学报","","1672-2043","","https://link.cnki.net/urlid/12.1347.S.20210928.0224.002","为探究洱海流域油菜种植合理的施肥方式,研究不同有机肥替代对土壤理化性质及油菜产量的影响,在云南大理农田生态系统国家野外观测研究站进行油菜田间试验。田间试验设置不施肥(CK);常规化肥施用(CF);以CF氮素折纯计算,设30%固体、液体有机肥替代(T1、T4);70%固体、液体有机肥替代(T2、T5);100%固体、液体有机肥替代(T3、T6),共8个处理。结果表明:与试验前土壤相比,除CF和T6处理土壤全氮含量提升2.66%和6.57%外,各施肥处理土壤全氮和全磷含量有下降趋势,T1、T2、T3土壤全磷含量与有机肥配施比例增加呈正相关,而T4、T5、T6呈负相关,施用液体有机肥使土壤铵态氮、硝态氮、有效磷含量在短时间内大幅提高;除T4处理外,有机肥的施用对土壤有机质含量均有提升作用,其中T5处理效果最好,提升了28.66%;T1、T2、T4处理均导致土壤容重较试验前土壤上升,上升幅度分别为15.84%、16.83%、17.82%;液体有机肥替代处理均导致土壤pH值较试验前土壤有所下降,单施液体有机肥下降幅度最大,降低5.17%;与CF处理相比,随着有机肥替代比例增加,油菜株高、角果长度、单株角果数、千粒质量、油菜产量均呈下降趋势,T1～T6处理油菜产量减少18.06%～76.65%,30%有机肥替代(T1、T4)与CF处理差异较小。综合考虑不同施肥处理对环境和油菜产量的影响,30%固体有机肥替代(T1)是较优的施肥方式。","2021","2025-08-27 10:43:01","2025-08-27 10:44:36","","2494-2502","","11","40","","农业环境科学学报","","","","","","","","zh","","","","","","12-1347/S","","","","","产量; 洱海流域; 土壤理化性质; 油菜; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CL8W8HWZ","journalArticle","2021","刘聪; 郑瑶琪; 刘爽; 刘庆平; 闫立龙","秋闲期沼液施用对黑土区土壤氮素损失的影响","农业环境科学学报","","1672-2043","","https://link.cnki.net/urlid/12.1347.S.20210924.2008.007","为探讨非种植期施用沼液的可行性,采用喷施加深翻及注施方式于2018年10月和2019年10月将不同氮素替代量的沼液施于东北黑土中,研究了黑土区作物收割后（秋闲期）沼液施用对玉米土壤有机质含量的影响,考察了黑土区玉米土壤铵态氮挥发和铵态氮及硝态氮淋溶特性。结果表明:沼液施用能够增加土壤有机质含量,注施沼液对土壤有机质的升高幅度要高于喷施处理。秋闲期在低温条件下以喷施加深翻的方式施用沼液能够减少土壤氨挥发量。秋闲期当喷施氮素替代量在135 kg·hm-2·d-1以下时可以施用沼液,此时未发生铵态氮和硝态氮淋溶风险,而采用注施方式时,即使沼液氮素替代量为90 kg·hm-2·d-1时仍有潜在发生铵态氮淋溶的风险。两年试验结果初步表明,黑土区秋闲期采用合理的氮素替代量及施用方式施用沼液是可行的。","2021","2025-08-27 10:43:01","2025-08-27 10:44:37","","2528-2536","","11","40","","农业环境科学学报","","","","","","","","zh","","","","","","12-1347/S","","","","","氨挥发; 氮淋溶; 黑土; 秋闲期; 沼液","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JFHRWX5V","journalArticle","2021","王吉平; 何铁光; 张雨; 徐亮; 苏天明; 李嘉维; 覃波","有机肥替代部分化肥对‘桂甜糯525’产量品质和土壤环境的影响","热带作物学报","","1000-2561","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqLweL3L6hHtLA9hXl1GwtlW9QwR9dF_aF8QCZusIlVgoE69K8HEXK5BnWrOm8beu7GoYSnx9qDvanb4URJ0XxaZRkUw_V-QXT3D4UecPSTEDCmUHqKs32okmvz7HAKkLO1u_9sLUw5BvTr5h37E3kVnMwym3cXiu2P1HbrQzBEVPIDSs6dyI_XZ&uniplatform=NZKPT&language=CHS","本研究通过田间试验,以不施肥为对照(T1),设置单施化肥(T2)和不同有机肥替代部分化肥(T3和T4)3个施肥处理,研究不同有机肥替代部分化肥对玉米产质量和土壤环境的影响。结果显示,施肥处理下玉米植株的农艺性状均优于不施肥处理,与单施化肥相比,施用有机肥能更好地促进玉米植株的生长,其中T3处理玉米植株的茎粗和叶片长较T2显著(P<0.05,下同)提高11.94%和4.53%;施肥能显著提高玉米产量,较不施肥可显著提高14.27%～17.17%;施用有机肥能提高玉米鲜果穗性状和品质,其中T3处理穗长较T2显著提高7.12%;与T2处理相比,T4处理的籽粒蛋白质含量较T3显著提高7.21%,T3处理籽粒的可溶性糖含量较T1和T4处理显著提高61.54%和77.97%;T3处理土壤中的有机质含量较单施化肥显著提高64.52%。各指标相关性分析中,籽粒蛋白质和脂肪含量与总氮含量呈显著正相关(r=0.868,P<0.01),说明有机肥可通过提高玉米对氮的吸收从而促进籽粒中蛋白质和脂肪等营养成分的积累。综上,有机肥替代部分化肥相比于不施肥和单施化肥能更好的促进玉米植株的生长,且在保证产量的同时能提高果穗品质,增加土壤有机质含量,可作为区域化肥减施下春玉米提质保产的推荐施肥方案。","2021","2025-08-27 10:43:01","2025-08-27 10:44:37","","2594-2600","","9","42","","热带作物学报","","","","","","","","zh","","","","","","46-1019/S","","","","","产量和品质; 化肥减施; 土壤改良; 有机肥; 玉米","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTDWGZEP","journalArticle","2021","马金梅","玉米施用有机肥替代化肥优化组合试验研究","宁夏农林科技","","1002-204X","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIa6bIY6edjtpuHbuIMNHXnNZjI-TgqSHxk9rl-Gkrd_w_rNuYxkh7GHEqdGd_8pQw6KpTLLhZ3agsbDRpRHhZj_aR-LEObP_MGwYYBdexMEM27NlpQkbhu19vTBgbborjegkZ1_RgjqQd81yX1S2p0xlChLpT8lF76dxOhglE6pJTBQfeOyKey&uniplatform=NZKPT&language=CHS","有机肥替代化肥优化组合试验结果表明:减少化肥施用量20%+施有机肥150 kg·667 m-2组合(处理(3)),玉米收获后土壤有机质含量增加3.4 g·kg-1,增加37.8%;较常规施肥土壤有机质含量增加5.1 g·kg-1,增加70.2%;收获秸秆增加110.6 kg·667 m-2,增加12.5%;玉米单产增加70.5 kg·667 m-2,增加8.9%;物质投入增加56元·667 m-2,收益增加126.9元·667 m-2,纯收益增加70.9元·667 m-2,增加11.3%,投产比1︰1.8。","2021","2025-08-27 10:43:01","2025-08-27 10:44:38","","7-10","","9","62","","宁夏农林科技","","","","","","","","zh","","","","","","64-1007/S","","","","","化肥减量; 投产比; 优化组合; 有机肥; 玉米","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URPHKIWN","journalArticle","2021","王俊红; 王星琳; 王康; 任振兴; 王梦亮","生物有机肥替代化肥对小麦根际土壤环境的影响","华北农学报","","1000-7091","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIa6bIY6edjtpuHbuIMNHXnNZjI-TgqSHzCjlY-MwdH6mmwu6RCyUdAIMcwJ0MxTIbYaqeZ03X-tuwa4TQEmGZitx6GSaWGswhYIvwOa6m8y4qQvRRIlAoIbUN1Bn6lhcla5lgEQ6q9NO-6EUPRyFDo72hC-30K5FuDosyng035S9qJwCBbF6B8&uniplatform=NZKPT&language=CHS","为探明生物有机肥替代化肥对小麦根际土壤生物学特性及产量的影响,通过田间试验,采用生理生化手段、高通量测序技术和产量调查,分析生物有机肥替代化肥对小麦根际土壤养分、土壤酶活、根际土壤细菌群落结构和小麦产量的影响。结果表明,生物有机肥合理替代化肥,土壤养分含量与酶活均有增加的趋势,且化肥减量10%+生物有机肥处理效果最佳,与常规施肥相比,土壤有机质、总氮、速效磷、速效钾含量和土壤脲酶、蔗糖酶、中性磷酸酶活性分别提高了17.4%,12.4%,16.2%,19.2%和19.0%,9.7%,18.3%。高通量分析发现,生物有机肥替代10%,20%化肥后,鞘氨醇单胞菌属、溶杆菌属、硝化螺旋菌属、马赛菌属等一些具有生物防治与促生作用的功能菌属出现明显的富集现象;冗余分析结果显示,土壤中的环境因子与根际土壤细菌群落结构密切相关。生物有机肥替代10%,20%化肥后,小麦产量分别增加9.3%,4.4%。因此,生物有机肥合理替代化肥可提高土壤酶活性和土壤养分含量,增强土壤的可持续生产力,是目前改变高投入、高污染农业生产方式的主要手段。","2021","2025-08-27 10:43:01","2025-08-27 10:44:38","","155-162","","4","36","","华北农学报","","","","","","","","zh","","","","","","13-1101/S","","","","","根际土壤; 生物有机肥; 土壤酶活; 细菌群落结构; 小麦","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASCAV6EN","journalArticle","2021","杨智青; 侯福银; 丁海荣; 曹志高; 时凯; 金崇富; 封功能","沼液替代氮肥对盐碱地大麦生育性状、饲用品质及土壤质量的影响","江苏农业科学","","1002-1302","10.15889/j.issn.1002-1302.2021.15.016","https://link.cnki.net/doi/10.15889/j.issn.1002-1302.2021.15.016","为明确沿海地区盐碱地沼液还田效果及其对大麦饲用品质的影响,用5个沼液水平(替代不同比例氮素)与常规、空白等处理进行对比试验,对大麦生育性状、大麦全株青贮品质以及土壤质量等进行研究。结果表明,沼液替代尿素,保持施用氮素水平一致的条件下,替代组可以实现常规的生产水平,在株高、茎叶比、千粒质量、籽实产量等指标间无显著差异(P>0.05);T100组(100%替代尿素)对全株青贮大麦粗灰分、粗蛋白、粗脂肪以及粗纤维的含量均有明显改善,与常规组比较差异显著(P≤0.05);土壤理化指标中,替代组的pH值(除T80组)与常规组差异显著,还原电位、盐分含量以及容重差异不显著;土壤养分中,沼液替代组的总磷含量明显降低,且与其他试验组差异显著,对其他养分指标影响不明显或无明显规律。","2021","2025-08-27 10:43:01","2025-08-27 10:44:39","","90-95","","15","49","","江苏农业科学","","","","","","","","zh","","","","","","32-1214/S","","","","","大麦; 生育性状; 饲用品质; 土壤质量; 盐碱地; 沼液","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQS678IU","journalArticle","2021","郭淑珍","有机肥替代化肥在福安葡萄生产上的应用初探","农业科技通讯","","1000-6400","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqIvwQtmIbJfobztW_kEGwYxI1Wh8SSilrLNb6hYqFOuTpOec6bSAjzQu_Vl0HVE2qvtFkzkKN_UgZ73p9u8SofyhLovSsHINBPnMTz0Lz-7YGG_XrURma575QC606Lsk4UePI6BYwD7rzB_7Bl01Vrc7cT7WG2yEd0Zqdlh6qvP9cd3M0Do0-z6&uniplatform=NZKPT&language=CHS","福安市葡萄生产以农户个体种植为主,普遍存在化肥施用量过高、不重视有机肥施用等问题,导致肥料利用率偏低。通过在福安葡萄生产上开展有机肥+配方肥替代传统化肥施用,土壤中有机质含量提升8.4%,全氮含量上升了34.9%,碱解氮含量下降了16.9%,有效磷含量下降了76.1%,速效钾含量下降了0.98%,缓效钾含量上升了0.23%,土壤质量得到改善。","2021","2025-08-27 10:43:01","2025-08-27 10:44:40","","221-223","","7","","","农业科技通讯","","","","","","","","zh","","","","","","11-2395/S","","","","","葡萄; 替代化肥; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
